1403
1657
1979
2457
2353
1035
1232
1400
1571
1689
3107
3098
902
1059
1147
1308
1554
5685
4295
970
1083
1165
1828
1827
4801
4113
1035
1044
1327
1432
1778
4950
4389
1012
1189
1237
1396
1680
3939
3204
1016
1117
1350
1500
1953
5417
3703
1128
1148
1432
1470
1594
2552
2138
1722
876
999
1223
1395
2810
2627
1053
1120
1202
1273
1405
2661
2914
975
802
994
1206
1373
2337
2826
839
879
1097
1388
1374
2578
2397
841
925
1165
1272
1479
3329
2063
842
935
1061
1135
1476
1622
1666
564
712
869
1277
1175
2374
2579
791
770
953
1114
1481
2651
2263
747
865
925
1053
1134
2015
1761
640
741
915
1021
1066
2126
1859
661
839
840
1023
1224
1903
1493
688
690
897
962
1246
1912
1746
721
810
889
987
1166
1797
1863
728
780
945
999
1144
1737
2034
617
784
851
923
972
1552
1470
1270
639
843
1156
1222
2389
2036
795
907
1006
1112
1498
2423
2550
788
728
1093
1317
1485
2474
2315
671
768
872
1238
1430
1621
1977
645
765
798
1053
1229
2127
2109
747
801
958
1109
1320
2458
2152
668
769
757
916
1215
2093
1932
649
727
906
834
1234
2159
2994
654
680
708
827
1051
2056
1986
655
825
814
866
1196
1955
1897
617
740
790
1210
1117
2032
1905
776
849
731
1026
568
966
1120
561
742
757
857
958
1932
1838
580
806
830
969
1149
2103
2008
746
890
1005
1081
1425
1854
1593
